mins,price,closeTime,timestamp,fetch_time,price_float
5,63159.9937329,1771927946925,2026-02-24T11:12:27.660878,2026-02-24 11:12:27,63159.9937329
5,63180.88914618,1771928006950,2026-02-24T11:13:27.874636,2026-02-24 11:13:27,63180.88914618
5,63238.69547991,1771928067602,2026-02-24T11:14:27.902018,2026-02-24 11:14:27,63238.69547991
5,63247.0960805,1771928127637,2026-02-24T11:15:27.987250,2026-02-24 11:15:27,63247.0960805
5,63244.68249984,1771928187230,2026-02-24T11:16:27.912775,2026-02-24 11:16:27,63244.68249984
5,63245.30644077,1771928246811,2026-02-24T11:17:27.924754,2026-02-24 11:17:27,63245.30644077
5,63245.70302744,1771928307803,2026-02-24T11:18:27.947726,2026-02-24 11:18:27,63245.70302744
5,63223.66849227,1771928366758,2026-02-24T11:19:27.038928,2026-02-24 11:19:27,63223.66849227
5,63230.78324837,1771928426527,2026-02-24T11:20:26.971174,2026-02-24 11:20:26,63230.78324837
5,63257.77835031,1771928486923,2026-02-24T11:21:27.107709,2026-02-24 11:21:27,63257.77835031
5,63273.59023418,1771928546814,2026-02-24T11:22:27.021654,2026-02-24 11:22:27,63273.59023418
5,63276.7235852,1771928606985,2026-02-24T11:23:27.225746,2026-02-24 11:23:27,63276.7235852
5,63278.85474671,1771928666596,2026-02-24T11:24:27.128372,2026-02-24 11:24:27,63278.85474671
5,63279.27463489,1771928726371,2026-02-24T11:25:27.251616,2026-02-24 11:25:27,63279.27463489
5,63281.45126603,1771928847106,2026-02-24T11:27:27.299655,2026-02-24 11:27:27,63281.45126603
5,63284.17662886,1771928907043,2026-02-24T11:28:27.252543,2026-02-24 11:28:27,63284.17662886
5,63286.98072438,1771928967209,2026-02-24T11:29:27.342320,2026-02-24 11:29:27,63286.98072438
5,63285.30280442,1771929027245,2026-02-24T11:30:27.369809,2026-02-24 11:30:27,63285.30280442
5,63286.73821837,1771929087018,2026-02-24T11:31:27.438413,2026-02-24 11:31:27,63286.73821837
5,63281.11598369,1771929148137,2026-02-24T11:32:28.273810,2026-02-24 11:32:28,63281.11598369
5,63275.44797526,1771929207209,2026-02-24T11:33:27.629425,2026-02-24 11:33:27,63275.44797526
5,63260.46134659,1771929266611,2026-02-24T11:34:27.482771,2026-02-24 11:34:27,63260.46134659
5,63255.52456713,1771929327215,2026-02-24T11:35:27.579527,2026-02-24 11:35:27,63255.52456713
5,63250.11905296,1771929387739,2026-02-24T11:36:27.984662,2026-02-24 11:36:27,63250.11905296
5,63244.24150691,1771929448314,2026-02-24T11:37:28.648147,2026-02-24 11:37:28,63244.24150691
5,63245.02252158,1771929509340,2026-02-24T11:38:29.620452,2026-02-24 11:38:29,63245.02252158
5,63246.94752277,1771929570000,2026-02-24T11:39:30.718943,2026-02-24 11:39:30,63246.94752277
5,63228.84788326,1771929630340,2026-02-24T11:40:30.593629,2026-02-24 11:40:30,63228.84788326
5,63223.40081942,1771929689272,2026-02-24T11:41:30.732962,2026-02-24 11:41:30,63223.40081942
5,63212.40754614,1771929750565,2026-02-24T11:42:30.676908,2026-02-24 11:42:30,63212.40754614
5,63191.46998755,1771929810406,2026-02-24T11:43:30.642186,2026-02-24 11:43:30,63191.46998755
5,63188.53679749,1771929870523,2026-02-24T11:44:30.685039,2026-02-24 11:44:30,63188.53679749
5,63178.29360038,1771929929955,2026-02-24T11:45:30.714773,2026-02-24 11:45:30,63178.29360038
5,63185.75334209,1771929990659,2026-02-24T11:46:30.915605,2026-02-24 11:46:30,63185.75334209
5,63193.49438842,1771930050495,2026-02-24T11:47:30.778285,2026-02-24 11:47:30,63193.49438842
5,63194.43463587,1771930109930,2026-02-24T11:48:30.787425,2026-02-24 11:48:30,63194.43463587
5,63193.51081924,1771930169621,2026-02-24T11:49:29.833739,2026-02-24 11:49:29,63193.51081924
5,63221.08305698,1771930229774,2026-02-24T11:50:30.079405,2026-02-24 11:50:30,63221.08305698
5,63239.61716113,1771930289365,2026-02-24T11:51:29.876349,2026-02-24 11:51:29,63239.61716113
5,63273.2522419,1771930349008,2026-02-24T11:52:30.054616,2026-02-24 11:52:30,63273.2522419
5,63283.38527817,1771930409880,2026-02-24T11:53:30.201980,2026-02-24 11:53:30,63283.38527817
5,63299.20882629,1771930469606,2026-02-24T11:54:30.051054,2026-02-24 11:54:30,63299.20882629
5,63330.04555963,1771930528029,2026-02-24T11:55:30.137007,2026-02-24 11:55:30,63330.04555963
5,63323.91179183,1771930590018,2026-02-24T11:56:30.146976,2026-02-24 11:56:30,63323.91179183
5,63310.2394787,1771930650045,2026-02-24T11:57:30.437709,2026-02-24 11:57:30,63310.2394787
5,63304.25682476,1771930709819,2026-02-24T11:58:30.431927,2026-02-24 11:58:30,63304.25682476
5,63299.34942276,1771930770055,2026-02-24T11:59:30.467681,2026-02-24 11:59:30,63299.34942276
5,63293.27283373,1771930830214,2026-02-24T12:00:30.562182,2026-02-24 12:00:30,63293.27283373
5,63294.80524187,1771930890411,2026-02-24T12:01:30.674407,2026-02-24 12:01:30,63294.80524187
5,63297.47690884,1771930950465,2026-02-24T12:02:30.826285,2026-02-24 12:02:30,63297.47690884
5,63296.28317802,1771931009601,2026-02-24T12:03:29.967275,2026-02-24 12:03:29,63296.28317802
5,63297.31700107,1771931069661,2026-02-24T12:04:29.960142,2026-02-24 12:04:29,63297.31700107
5,63266.26242942,1771931255038,2026-02-24T12:07:35.206632,2026-02-24 12:07:35,63266.26242942
5,63265.81978607,1771931257196,2026-02-24T12:07:37.477935,2026-02-24 12:07:37,63265.81978607
5,63201.24364475,1771932167779,2026-02-24T12:22:47.898902,2026-02-24 12:22:47,63201.24364475
5,63202.24015835,1771932168264,2026-02-24T12:22:48.933717,2026-02-24 12:22:48,63202.24015835
5,63202.24304616,1771932169432,2026-02-24T12:22:49.953257,2026-02-24 12:22:49,63202.24304616
5,63105.08424542,1771937225947,2026-02-24T13:47:06.179378,2026-02-24 13:47:06,63105.08424542
5,63105.01333904,1771937226268,2026-02-24T13:47:06.878400,2026-02-24 13:47:06,63105.01333904
5,63104.91002257,1771937228567,2026-02-24T13:47:08.798023,2026-02-24 13:47:08,63104.91002257
5,62995.48333778,1771938287383,2026-02-24T14:04:47.616182,2026-02-24 14:04:47,62995.48333778
5,62995.48333778,1771938287383,2026-02-24T14:04:47.629758,2026-02-24 14:04:47,62995.48333778
5,62995.48605785,1771938289626,2026-02-24T14:04:49.847260,2026-02-24 14:04:49,62995.48605785
5,62994.31734123,1771938350765,2026-02-24T14:05:50.968269,2026-02-24 14:05:50,62994.31734123
5,62984.6900845,1771938409846,2026-02-24T14:06:49.980786,2026-02-24 14:06:49,62984.6900845
5,62969.59507885,1771938518548,2026-02-24T14:08:39.103989,2026-02-24 14:08:39,62969.59507885
5,62972.3859895,1771938529992,2026-02-24T14:08:50.160551,2026-02-24 14:08:50,62972.3859895
5,62914.77037427,1771939905040,2026-02-24T14:31:45.259097,2026-02-24 14:31:45,62914.77037427
5,62892.27954356,1771940527729,2026-02-24T14:42:07.910897,2026-02-24 14:42:07,62892.27954356
5,62892.30121671,1771940528222,2026-02-24T14:42:08.437004,2026-02-24 14:42:08,62892.30121671
